Year,ISO_Code,Countries,Economic.Freedom.Summary.Index,Size.of.Government,Legal.System...Property.Rights,Sound.Money,Freedom.to.trade.internationally,Regulation
2000,SRB,Serbia,NA,NA,NA,NA,NA,NA
2000,SUR,Suriname,NA,NA,NA,NA,NA,NA
2000,SVK,Slovak Rep,6.2,2.98,6.3,7.9,7.92,5.91
2000,SVN,Slovenia,6.72,4.92,7.29,7.49,7.69,6.19
2000,SWE,Sweden,7.62,3.17,9.02,9.84,8.89,7.17
2000,SWZ,Swaziland,NA,NA,NA,NA,NA,NA
2000,SYC,Seychelles,NA,NA,NA,NA,NA,NA
2000,SYR,Syria,5.1,3.75,5.44,6.46,5.06,4.8
2000,TCD,Chad,5.47,6.45,4.25,6.64,5.41,4.62
2000,TGO,Togo,5.81,8.44,3.59,6.48,5.87,4.65
2000,THA,Thailand,6.51,6.84,5.99,6.61,7.03,6.07
2000,TJK,Tajikistan,NA,NA,NA,NA,NA,NA
2000,TLS,Timor-Leste,NA,NA,NA,NA,NA,NA
2000,TTO,Trinidad & Tob.,7.52,7.05,6.65,9.03,7.28,7.59
2000,TUN,Tunisia,6.08,5.28,7.33,7.05,5.43,5.31
2000,TUR,Turkey,5.81,7.08,5.39,3.57,7.55,5.49
2000,TWN,Taiwan,7.41,6.73,6.08,9.46,8.46,6.3
2000,TZA,Tanzania,6.07,5.77,6.95,7.59,5.24,4.8
2000,UGA,Uganda,7.0,6.73,4.8,9.3,7.96,6.21
2000,UKR,Ukraine,4.56,4.59,4.81,2.24,6.31,4.84
2000,URY,Uruguay,7.08,6.53,6.39,8.39,8.18,5.91
2000,USA,United States,8.65,7.03,9.23,9.78,8.78,8.43
2000,VEN,Venezuela,5.83,5.95,3.75,5.56,7.86,6.05
2000,VNM,Vietnam,NA,NA,NA,NA,NA,NA
2000,YEM,"Yemen, Rep.",NA,NA,NA,NA,NA,NA
2000,ZAF,South Africa,7.08,6.45,6.54,7.85,7.35,7.2
2000,ZMB,Zambia,6.84,6.63,5.85,7.15,8.48,6.07
2000,ZWE,Zimbabwe,4.58,5.85,5.02,2.89,3.23,5.93
1995,AGO,Angola,NA,NA,NA,NA,NA,NA
1995,ALB,Albania,4.98,6.54,4.64,3.26,5.9,4.57
1995,ARE,Unit. Arab Em.,6.88,5.94,5.83,9.45,NA,6.29
1995,ARG,Argentina,7.01,8.22,5.45,6.57,8.54,6.28
1995,ARM,Armenia,NA,NA,NA,NA,NA,NA
1995,AUS,Australia,7.95,5.68,8.96,9.4,8.1,7.63
1995,AUT,Austria,7.15,2.82,8.85,9.55,8.84,5.7
1995,AZE,Azerbaijan,NA,NA,NA,NA,NA,NA
1995,BDI,Burundi,4.34,5.78,4.45,5.83,1.1,4.51
1995,BEL,Belgium,7.32,4.04,7.52,9.73,9.07,6.22
1995,BEN,Benin,4.67,4.04,4.46,5.26,NA,4.94
1995,BFA,Burkina Faso,NA,NA,NA,NA,NA,NA
1995,BGD,Bangladesh,5.34,7.67,5.02,6.42,1.94,5.66
1995,BGR,Bulgaria,4.68,4.03,5.88,1.99,6.79,4.7
1995,BHR,Bahrain,7.08,6.18,5.9,9.43,7.02,6.84
1995,BHS,Bahamas,6.44,8.19,5.19,7.05,4.24,7.51
1995,BIH,Bosnia and Herzegovina,NA,NA,NA,NA,NA,NA
1995,BLZ,Belize,6.36,6.34,5.26,7.16,5.71,7.31
1995,BOL,Bolivia,6.8,6.56,5.43,8.1,7.85,6.08
1995,BRA,Brazil,4.66,6.13,5.76,0.0,6.49,4.94
1995,BRB,Barbados,6.07,6.4,4.6,7.19,5.33,6.83
1995,BRN,Brunei Darussalam,NA,NA,NA,NA,NA,NA
1995,BTN,Bhutan,NA,NA,NA,NA,NA,NA
1995,BWA,Botswana,6.23,4.29,6.35,7.85,6.26,6.37
1995,CAF,Central Afr. Rep.,4.68,3.83,4.88,5.04,5.34,4.31
1995,CAN,Canada,8.08,5.8,8.95,9.63,7.88,8.11
1995,CHE,Switzerland,8.16,6.37,9.14,9.63,8.43,7.24
1995,CHL,Chile,7.52,7.3,6.75,8.65,7.91,7.0
1995,CHN,China,5.07,4.02,5.49,5.77,5.51,4.57
1995,CIV,Cote d'Ivoire,5.09,4.95,5.44,4.87,4.69,5.53
1995,CMR,Cameroon,5.5,6.58,4.77,5.92,4.5,5.74
1995,COD,"Congo, Dem. R.",3.66,5.63,2.22,0.0,6.32,4.11
1995,COG,"Congo, Rep. Of",5.09,6.2,3.24,5.69,5.5,4.82
1995,COL,Colombia,5.48,6.83,2.85,5.32,6.89,5.52
1995,CPV,Cape Verde,NA,NA,NA,NA,NA,NA
1995,CRI,Costa Rica,7.2,6.81,5.8,7.87,8.42,7.1
1995,CYP,Cyprus,6.24,6.21,6.3,7.25,5.58,5.84
1995,CZE,Czech Rep.,5.79,2.81,6.55,5.95,7.9,5.73
1995,DEU,Germany,7.62,4.36,9.13,9.76,9.14,5.7
1995,DNK,Denmark,7.73,3.07,9.09,9.77,9.13,7.57
1995,DOM,Dominican Rep.,6.1,8.14,5.22,4.48,5.53,7.12
1995,DZA,Algeria,4.09,6.71,3.68,5.37,1.91,2.78
1995,ECU,Ecuador,6.34,8.22,4.38,6.47,6.75,5.87
1995,EGY,Egypt,5.9,4.73,4.88,7.61,6.02,6.24
1995,ESP,Spain,7.18,4.16,7.46,9.61,8.66,6.0
1995,EST,Estonia,6.04,5.22,6.5,2.3,9.27,6.93
1995,ETH,Ethiopia,NA,NA,NA,NA,NA,NA
1995,FIN,Finland,7.52,2.69,9.28,9.55,9.18,6.9
1995,FJI,Fiji,6.03,5.92,5.12,6.94,6.13,6.07
1995,FRA,France,6.97,3.22,7.49,9.83,8.3,6.03
1995,GAB,Gabon,5.35,5.54,5.09,5.44,5.2,5.52
1995,GBR,United Kingdom,8.21,5.42,8.84,9.6,9.03,8.14
1995,GEO,Georgia,NA,NA,NA,NA,NA,NA
1995,GHA,Ghana,5.31,5.61,5.6,4.13,5.23,5.99
1995,GIN,Guinea,NA,NA,NA,NA,NA,NA
1995,GMB,"Gambia, The",NA,NA,NA,NA,NA,NA
1995,GNB,Guinea-Bissau,3.32,4.95,2.54,1.82,NA,3.97
1995,GRC,Greece,6.4,5.23,6.69,7.34,7.86,4.87
1995,GTM,Guatemala,7.21,9.12,4.72,8.08,8.45,5.69
1995,GUY,Guyana,4.98,4.38,4.8,4.94,NA,5.79
1995,HKG,Hong Kong,9.11,9.47,8.17,9.44,9.6,8.89
1995,HND,Honduras,6.5,6.51,5.07,7.17,7.5,6.26
1995,HRV,Croatia,4.96,5.28,5.9,3.35,5.79,4.49
1995,HTI,Haiti,5.5,5.88,3.94,6.34,NA,5.83
1995,HUN,Hungary,6.17,3.73,7.6,6.24,7.55,5.76
1995,IDN,Indonesia,6.45,7.96,3.55,9.09,5.88,5.79
1995,IND,India,5.76,6.26,5.87,6.5,4.5,5.66
1995,IRL,Ireland,8.25,5.76,9.09,9.6,8.93,7.89
1995,IRN,Iran,4.2,5.35,5.6,3.87,2.43,3.73
1995,ISL,Iceland,7.73,5.72,8.3,9.45,7.89,7.31
1995,ISR,Israel,5.93,3.1,6.98,7.43,6.89,5.27
1995,ITA,Italy,6.62,3.75,6.47,9.58,8.42,4.87
1995,JAM,Jamaica,6.72,7.86,5.14,6.1,7.84,6.66
1995,JOR,Jordan,6.41,5.71,5.95,7.15,6.63,6.61
1995,JPN,Japan,7.4,4.95,8.13,9.72,7.37,6.83
1995,KAZ,Kazakhstan,NA,NA,NA,NA,NA,NA
1995,KEN,Kenya,5.91,5.7,3.76,6.81,7.44,5.85
1995,KGZ,Kyrgyz Republic,NA,NA,NA,NA,NA,NA
1995,KHM,Cambodia,NA,NA,NA,NA,NA,NA
1995,KOR,"Korea, South",6.58,6.42,5.62,8.05,7.18,5.62
1995,KWT,Kuwait,6.53,4.83,6.49,8.89,7.13,5.29
1995,LAO,Laos,NA,NA,NA,NA,NA,NA
1995,LBN,Lebanon,NA,NA,NA,NA,NA,NA
1995,LBR,Liberia,NA,NA,NA,NA,NA,NA
1995,LBY,Libya,NA,NA,NA,NA,NA,NA
1995,LKA,Sri Lanka,5.97,6.83,4.47,6.69,5.48,6.39
1995,LSO,Lesotho,NA,NA,NA,NA,NA,NA
1995,LTU,Lithuania,5.33,5.64,5.87,1.85,8.78,4.53
1995,LUX,Luxembourg,7.9,4.4,9.09,9.73,9.22,7.08
1995,LVA,Latvia,5.54,5.41,5.96,2.98,9.02,4.33
1995,MAR,Morocco,6.08,6.27,6.74,6.69,5.67,5.01
1995,MDA,Moldova,NA,NA,NA,NA,NA,NA
1995,MDG,Madagascar,4.61,6.52,4.81,2.82,4.89,3.98
1995,MEX,Mexico,6.46,7.47,5.3,5.5,7.72,6.33
1995,MKD,Macedonia,NA,NA,NA,NA,NA,NA
1995,MLI,Mali,4.91,4.23,5.29,5.14,5.32,4.58
1995,MLT,Malta,6.72,5.97,7.6,7.07,6.9,6.08
1995,MMR,Myanmar,3.2,NA,4.69,4.84,0.0,3.26
1995,MNE,Montenegro,NA,NA,NA,NA,NA,NA
1995,MNG,Mongolia,NA,NA,NA,NA,NA,NA
1995,MOZ,Mozambique,NA,NA,NA,NA,NA,NA
1995,MRT,Mauritania,NA,NA,NA,NA,NA,NA
1995,MUS,Mauritius,7.59,6.89,6.94,9.51,7.47,7.12
1995,MWI,Malawi,4.31,4.32,5.36,1.21,5.47,5.17
1995,MYS,Malaysia,7.51,6.92,6.63,9.11,7.45,7.44
1995,NAM,Namibia,6.16,4.77,7.83,6.03,5.29,6.91
1995,NER,Niger,4.31,3.81,3.02,5.71,4.2,4.83
1995,NGA,Nigeria,3.81,6.26,4.53,1.27,1.56,5.46
1995,NIC,Nicaragua,6.05,6.63,4.47,5.2,7.09,6.83
1995,NLD,Netherlands,7.96,4.78,9.11,9.7,9.27,6.96
1995,NOR,Norway,7.57,3.17,9.19,9.47,8.97,7.05
1995,NPL,Nepal,5.15,5.33,4.44,6.26,3.93,5.81
1995,NZL,New Zealand,8.84,7.46,9.17,9.75,8.96,8.86
1995,OMN,Oman,6.79,5.24,6.71,9.15,6.72,6.13
1995,PAK,Pakistan,5.6,5.84,4.93,7.6,4.22,5.43
1995,PAN,Panama,7.76,7.36,5.6,9.5,9.11,7.25
1995,PER,Peru,6.47,8.21,4.76,5.13,7.9,6.34
1995,PHL,Philippines,7.16,8.2,4.82,8.8,7.1,6.88
1995,PNG,Pap. New Guinea,5.96,7.33,5.28,5.56,5.03,6.61
1995,POL,Poland,5.3,2.62,6.84,6.03,6.82,4.22
1995,PRT,Portugal,7.4,5.49,8.04,9.18,8.8,5.5
1995,PRY,Paraguay,7.03,8.69,4.32,8.2,8.46,5.45
1995,QAT,Qatar,NA,NA,NA,NA,NA,NA
1995,ROU,Romania,3.63,3.37,5.64,0.74,5.54,2.85
1995,RUS,Russia,4.33,6.78,3.43,1.25,6.11,4.08
1995,RWA,Rwanda,3.87,6.32,2.38,3.17,3.5,3.96
1995,SAU,Saudi Arabia,NA,NA,NA,NA,NA,NA
1995,SEN,Senegal,4.48,4.89,3.4,5.8,4.02,4.3
1995,SGP,Singapore,8.88,8.39,8.31,9.69,9.45,8.56
1995,SLE,Sierra Leone,4.47,6.23,2.64,3.81,4.69,4.96
1995,SLV,El Salvador,7.54,8.59,5.37,8.88,7.44,7.42
1995,SRB,Serbia,NA,NA,NA,NA,NA,NA
1995,SUR,Suriname,NA,NA,NA,NA,NA,NA
1995,SVK,Slovak Rep,5.42,2.39,6.5,6.69,6.81,4.68
1995,SVN,Slovenia,5.11,1.75,7.44,3.12,7.51,5.74
1995,SWE,Sweden,7.32,2.6,8.85,9.54,9.28,6.33
1995,SWZ,Swaziland,NA,NA,NA,NA,NA,NA
1995,SYC,Seychelles,NA,NA,NA,NA,NA,NA
1995,SYR,Syria,4.25,4.57,4.91,6.59,2.36,2.82
1995,TCD,Chad,5.16,6.33,4.42,5.16,6.11,3.78
1995,TGO,Togo,5.38,6.86,4.75,5.03,NA,4.88
1995,THA,Thailand,7.07,7.76,5.41,9.46,6.09,6.65
1995,TJK,Tajikistan,NA,NA,NA,NA,NA,NA
1995,TLS,Timor-Leste,NA,NA,NA,NA,NA,NA
1995,TTO,Trinidad & Tob.,7.19,7.04,5.4,8.61,8.13,6.75
1995,TUN,Tunisia,5.66,4.56,5.68,7.02,5.47,5.59
1995,TUR,Turkey,5.8,6.93,4.85,3.21,7.75,6.27
1995,TWN,Taiwan,7.31,6.1,6.74,9.69,7.91,6.11
1995,TZA,Tanzania,5.33,7.01,5.41,5.02,5.02,4.2
1995,UGA,Uganda,5.17,7.47,4.35,4.62,4.93,4.47
1995,UKR,Ukraine,3.03,NA,4.32,0.0,5.12,2.7
1995,URY,Uruguay,6.59,7.48,6.0,3.92,9.28,6.27
1995,USA,United States,8.48,6.88,8.76,9.76,8.65,8.33
1995,VEN,Venezuela,4.35,6.13,3.84,1.93,5.2,4.64
1995,VNM,Vietnam,NA,NA,NA,NA,NA,NA
1995,YEM,"Yemen, Rep.",NA,NA,NA,NA,NA,NA
1995,ZAF,South Africa,6.51,6.3,6.11,6.44,6.48,7.23
1995,ZMB,Zambia,4.76,6.43,5.91,0.65,5.81,4.99
1995,ZWE,Zimbabwe,5.84,7.0,5.53,4.92,5.95,5.79
1990,AGO,Angola,NA,NA,NA,NA,NA,NA
1990,ALB,Albania,4.6,4.19,5.21,6.54,NA,2.47
1990,ARE,Unit. Arab Em.,7.46,7.43,5.79,9.44,8.33,6.33
1990,ARG,Argentina,4.54,6.18,6.03,2.5,4.4,3.58
1990,ARM,Armenia,NA,NA,NA,NA,NA,NA
1990,AUS,Australia,7.73,5.35,7.86,9.15,8.15,8.12
1990,AUT,Austria,6.95,3.11,8.35,9.63,7.64,6.05
1990,AZE,Azerbaijan,NA,NA,NA,NA,NA,NA
1990,BDI,Burundi,4.72,4.37,4.42,6.5,3.37,4.96
1990,BEL,Belgium,7.56,4.19,8.35,9.74,9.49,6.02
1990,BEN,Benin,5.03,4.17,4.42,6.57,NA,4.96
1990,BFA,Burkina Faso,NA,NA,NA,NA,NA,NA
1990,BGD,Bangladesh,4.5,7.0,2.44,6.95,0.21,5.91
1990,BGR,Bulgaria,4.17,2.54,7.25,4.45,2.81,3.8
1990,BHR,Bahrain,6.88,5.91,5.7,8.79,7.09,6.94
1990,BHS,Bahamas,6.47,8.51,5.7,7.02,3.67,7.45
1990,BIH,Bosnia and Herzegovina,NA,NA,NA,NA,NA,NA
1990,BLZ,Belize,5.9,4.86,NA,7.01,4.27,7.48
1990,BOL,Bolivia,5.65,6.81,3.17,5.59,6.32,6.37
1990,BRA,Brazil,4.23,6.07,6.19,0.0,4.28,4.59
1990,BRB,Barbados,6.06,6.42,5.7,6.67,4.69,6.84
1990,BRN,Brunei Darussalam,NA,NA,NA,NA,NA,NA
1990,BTN,Bhutan,NA,NA,NA,NA,NA,NA
1990,BWA,Botswana,5.92,4.74,6.28,5.84,6.63,6.12
1990,CAF,Central Afr. Rep.,5.02,4.7,4.42,7.08,4.06,4.85
1990,CAN,Canada,8.17,5.81,8.35,9.68,8.64,8.39
1990,CHE,Switzerland,8.21,6.43,8.35,9.72,9.76,6.82
1990,CHL,Chile,6.75,6.51,6.19,7.65,6.73,6.69
1990,CHN,China,4.09,3.65,5.79,6.73,2.72,1.58
1990,CIV,Cote d'Ivoire,5.07,4.07,4.8,6.9,4.09,5.51
1990,CMR,Cameroon,5.76,5.24,5.79,7.01,5.2,5.56
1990,COD,"Congo, Dem. R.",3.28,5.74,2.44,0.0,4.3,3.94
1990,COG,"Congo, Rep. Of",4.83,4.81,3.02,5.96,4.58,5.79
1990,COL,Colombia,5.02,7.23,3.41,4.9,4.04,5.5
1990,CPV,Cape Verde,NA,NA,NA,NA,NA,NA
1990,CRI,Costa Rica,6.98,7.2,5.46,8.41,6.88,6.94
1990,CYP,Cyprus,5.94,5.39,6.67,7.03,4.82,5.81
1990,CZE,Czech Rep.,NA,NA,7.25,NA,NA,3.42
1990,DEU,Germany,7.64,5.15,8.35,9.67,9.48,5.56
1990,DNK,Denmark,7.16,3.17,8.35,9.46,7.83,7.0
1990,DOM,Dominican Rep.,4.48,6.68,5.3,2.05,2.37,5.99
1990,DZA,Algeria,3.45,4.6,3.5,4.5,1.69,2.93
1990,ECU,Ecuador,5.53,8.25,5.21,3.98,5.1,5.12
1990,EGY,Egypt,4.49,4.37,3.5,8.16,1.04,5.39
1990,ESP,Spain,6.56,4.67,7.16,6.36,8.6,5.99
1990,EST,Estonia,NA,NA,NA,4.48,3.26,NA
1990,ETH,Ethiopia,NA,NA,NA,NA,NA,NA
1990,FIN,Finland,6.99,4.15,8.35,9.27,6.67,6.52
1990,FJI,Fiji,5.72,4.69,NA,6.53,5.64,6.0
1990,FRA,France,7.04,3.53,7.73,9.69,7.82,6.42
1990,GAB,Gabon,5.52,6.08,4.96,5.43,5.33,5.78
1990,GBR,United Kingdom,8.18,5.65,7.73,9.48,9.47,8.59
1990,GEO,Georgia,NA,NA,NA,NA,NA,NA
1990,GHA,Ghana,4.95,4.82,5.79,4.58,4.33,5.21
1990,GIN,Guinea,NA,NA,NA,NA,NA,NA
1990,GMB,"Gambia, The",NA,NA,NA,NA,NA,NA
1990,GNB,Guinea-Bissau,2.98,4.32,2.93,0.88,NA,3.77
1990,GRC,Greece,5.95,4.81,6.76,6.89,6.6,4.66
1990,GTM,Guatemala,5.86,8.07,2.44,6.83,6.44,5.52
1990,GUY,Guyana,NA,4.04,3.41,2.19,NA,NA
1990,HKG,Hong Kong,8.73,9.31,5.94,9.02,9.97,9.43
1990,HND,Honduras,5.74,6.38,3.5,8.38,5.33,5.08
1990,HRV,Croatia,NA,NA,NA,2.5,NA,NA
1990,HTI,Haiti,4.99,6.85,1.95,8.46,1.84,5.82
1990,HUN,Hungary,4.89,2.94,7.25,5.75,3.9,4.61
1990,IDN,Indonesia,6.21,7.13,4.72,8.76,5.29,5.17
1990,IND,India,4.89,4.88,4.39,6.63,2.67,5.89
1990,IRL,Ireland,7.06,5.56,7.73,6.8,7.56,7.65
1990,IRN,Iran,4.39,5.06,2.2,8.99,2.05,3.65
1990,ISL,Iceland,6.92,6.03,8.35,7.08,6.62,6.54
1990,ISR,Israel,4.5,3.72,4.39,3.95,6.86,3.58
1990,ITA,Italy,6.75,3.33,7.73,9.28,7.83,5.56
1990,JAM,Jamaica,5.62,7.49,4.23,4.96,4.4,7.02
1990,JOR,Jordan,5.61,6.12,3.99,6.2,4.81,6.93
1990,JPN,Japan,7.94,5.83,7.73,9.8,8.74,7.59
1990,KAZ,Kazakhstan,NA,NA,NA,NA,NA,NA
1990,KEN,Kenya,5.43,4.83,5.3,6.66,3.87,6.5
1990,KGZ,Kyrgyz Republic,NA,NA,NA,NA,NA,NA
1990,KHM,Cambodia,NA,NA,NA,NA,NA,NA
1990,KOR,"Korea, South",6.38,6.49,5.45,6.59,7.42,5.96
1990,KWT,Kuwait,5.09,3.15,2.73,7.51,7.07,4.99
1990,LAO,Laos,NA,NA,NA,NA,NA,NA
1990,LBN,Lebanon,NA,NA,NA,NA,NA,NA
1990,LBR,Liberia,NA,NA,NA,NA,NA,NA
1990,LBY,Libya,NA,NA,NA,NA,NA,NA
1990,LKA,Sri Lanka,4.76,6.97,2.31,5.5,2.71,6.3
1990,LSO,Lesotho,NA,NA,NA,NA,NA,NA
1990,LTU,Lithuania,NA,NA,NA,7.49,NA,NA
1990,LUX,Luxembourg,8.07,4.73,8.35,9.53,9.51,8.24
1990,LVA,Latvia,NA,NA,NA,6.43,NA,NA
1990,MAR,Morocco,5.2,5.91,3.99,6.5,4.73,4.9
1990,MDA,Moldova,NA,NA,NA,NA,NA,NA
1990,MDG,Madagascar,4.48,6.34,3.09,5.79,3.44,3.76
1990,MEX,Mexico,6.26,7.96,6.76,3.59,7.63,5.33
1990,MKD,Macedonia,NA,NA,NA,NA,NA,NA
1990,MLI,Mali,5.28,6.43,3.02,6.98,5.06,4.94
1990,MLT,Malta,5.54,4.3,4.48,7.27,6.11,5.55
1990,MMR,Myanmar,2.69,NA,3.5,4.23,0.0,3.04
1990,MNE,Montenegro,NA,NA,NA,NA,NA,NA
1990,MNG,Mongolia,NA,NA,NA,NA,NA,NA
1990,MOZ,Mozambique,NA,NA,NA,NA,NA,NA
1990,MRT,Mauritania,NA,NA,NA,NA,NA,NA
1990,MUS,Mauritius,6.12,6.81,6.28,6.2,4.51,6.8
1990,MWI,Malawi,5.37,5.78,4.48,5.59,5.26,5.75
1990,MYS,Malaysia,7.41,6.27,6.52,9.0,7.25,8.0
1990,NAM,Namibia,5.05,4.92,2.33,5.44,5.85,6.73
1990,NER,Niger,5.04,3.81,5.3,7.08,4.22,4.79
1990,NGA,Nigeria,3.52,2.49,2.93,4.14,2.96,5.08
1990,NIC,Nicaragua,2.92,3.43,3.99,0.0,4.7,2.47
1990,NLD,Netherlands,7.56,4.94,8.35,9.64,8.81,6.05
1990,NOR,Norway,6.99,2.94,8.35,8.73,8.88,6.08
1990,NPL,Nepal,5.37,5.5,NA,6.26,3.87,5.83
1990,NZL,New Zealand,7.86,5.3,8.35,8.64,8.85,8.18
1990,OMN,Oman,6.41,4.84,5.21,7.67,7.11,7.24
1990,PAK,Pakistan,4.87,5.14,2.68,7.87,3.07,5.61
1990,PAN,Panama,6.83,5.57,3.75,9.79,7.8,7.25
1990,PER,Peru,3.87,7.13,2.93,1.25,4.07,3.96
1990,PHL,Philippines,5.91,8.0,2.44,5.76,5.43,7.9
1990,PNG,Pap. New Guinea,6.07,5.79,6.28,6.65,5.18,6.45
1990,POL,Poland,3.54,2.0,6.19,2.5,4.97,2.03
1990,PRT,Portugal,6.2,5.22,7.73,6.05,7.55,4.45
1990,PRY,Paraguay,6.04,9.31,4.48,6.5,5.44,4.48
1990,QAT,Qatar,NA,NA,NA,NA,NA,NA
1990,ROU,Romania,5.02,5.94,6.28,7.18,3.24,2.47
1990,RUS,Russia,NA,1.24,NA,5.95,NA,1.0
1990,RWA,Rwanda,4.89,6.59,NA,6.06,1.64,5.27
1990,SAU,Saudi Arabia,NA,NA,NA,NA,NA,NA
1990,SEN,Senegal,5.16,6.01,3.99,6.93,3.92,4.94
1990,SGP,Singapore,8.49,8.22,7.25,9.34,9.9,7.74
1990,SLE,Sierra Leone,3.86,6.67,5.3,0.06,2.46,4.84
1990,SLV,El Salvador,4.81,6.89,1.95,5.25,4.57,5.38
1990,SRB,Serbia,NA,NA,NA,NA,NA,NA
1990,SUR,Suriname,NA,NA,NA,NA,NA,NA
1990,SVK,Slovak Rep,NA,NA,NA,8.81,NA,NA
1990,SVN,Slovenia,NA,NA,NA,NA,NA,NA
1990,SWE,Sweden,6.96,2.62,8.35,8.03,9.65,6.17
1990,SWZ,Swaziland,NA,NA,NA,NA,NA,NA
1990,SYC,Seychelles,NA,NA,NA,NA,NA,NA
1990,SYR,Syria,3.46,4.38,3.02,5.58,1.55,2.77
1990,TCD,Chad,5.22,6.19,4.42,5.68,5.53,4.27
1990,TGO,Togo,5.44,6.43,4.48,6.95,4.36,4.96
1990,THA,Thailand,6.69,7.36,6.43,7.97,5.07,6.62
1990,TJK,Tajikistan,NA,NA,NA,NA,NA,NA
1990,TLS,Timor-Leste,NA,NA,NA,NA,NA,NA
1990,TTO,Trinidad & Tob.,5.52,6.31,6.19,5.94,2.71,6.46
1990,TUN,Tunisia,5.38,5.81,3.5,6.98,5.04,5.57
1990,TUR,Turkey,4.83,5.82,4.48,3.87,4.71,5.28
1990,TWN,Taiwan,7.13,5.4,7.25,9.42,7.78,5.8
1990,TZA,Tanzania,3.88,3.58,5.21,4.58,1.51,4.51
1990,UGA,Uganda,2.8,4.52,2.44,0.28,1.8,4.95
1990,UKR,Ukraine,NA,NA,NA,NA,NA,NA
1990,URY,Uruguay,6.6,7.67,6.28,3.76,8.65,6.63
1990,USA,United States,8.45,6.83,8.35,9.68,8.74,8.66
1990,VEN,Venezuela,5.55,5.95,5.7,4.74,6.41,4.93
1990,VNM,Vietnam,NA,NA,NA,NA,NA,NA
1990,YEM,"Yemen, Rep.",NA,NA,NA,NA,NA,NA
1990,ZAF,South Africa,5.56,6.32,2.93,5.81,6.22,6.5
1990,ZMB,Zambia,3.1,3.97,3.7,0.59,2.61,4.63
1990,ZWE,Zimbabwe,5.0,5.57,3.99,5.67,4.9,4.87
1985,AGO,Angola,NA,NA,NA,NA,NA,NA
1985,ALB,Albania,NA,NA,5.25,6.52,NA,NA
1985,ARE,Unit. Arab Em.,6.88,5.0,5.85,9.12,8.2,6.22
1985,ARG,Argentina,3.58,5.22,4.56,2.5,1.69,3.95
1985,ARM,Armenia,NA,NA,NA,NA,NA,NA
1985,AUS,Australia,7.16,4.42,7.88,9.35,7.53,6.62
1985,AUT,Austria,6.46,3.05,7.88,8.31,6.93,6.11
1985,AZE,Azerbaijan,NA,NA,NA,NA,NA,NA
1985,BDI,Burundi,4.5,4.68,4.25,6.27,2.07,5.23
1985,BEL,Belgium,7.32,3.6,7.88,9.58,9.72,5.8
1985,BEN,Benin,4.64,3.6,4.25,6.4,4.11,4.83
1985,BFA,Burkina Faso,NA,NA,NA,NA,NA,NA
1985,BGD,Bangladesh,3.64,4.33,2.46,6.1,0.0,5.31
1985,BGR,Bulgaria,5.65,6.74,7.25,6.47,2.13,NA
1985,BHR,Bahrain,6.87,6.0,5.72,8.61,7.06,6.95
1985,BHS,Bahamas,6.35,8.47,5.72,6.48,3.82,7.27
1985,BIH,Bosnia and Herzegovina,NA,NA,NA,NA,NA,NA
1985,BLZ,Belize,5.4,5.03,NA,6.56,3.22,6.78
1985,BOL,Bolivia,3.54,6.93,1.67,0.0,5.3,3.81
1985,BRA,Brazil,3.22,5.08,5.72,0.0,0.94,4.33
1985,BRB,Barbados,6.13,6.38,5.72,6.67,4.99,6.89
1985,BRN,Brunei Darussalam,NA,NA,NA,NA,NA,NA
1985,BTN,Bhutan,NA,NA,NA,NA,NA,NA
1985,BWA,Botswana,5.66,3.78,6.31,5.46,5.88,6.86
1985,CAF,Central Afr. Rep.,4.53,5.58,4.25,4.53,4.47,3.82
1985,CAN,Canada,7.87,5.24,7.88,8.93,8.79,8.5
1985,CHE,Switzerland,8.15,6.69,8.35,9.66,9.63,6.43
1985,CHL,Chile,5.66,5.71,5.02,7.06,4.78,5.74
1985,CHN,China,4.82,3.91,6.78,6.19,4.17,3.04
1985,CIV,Cote d'Ivoire,5.53,5.02,5.72,6.63,4.51,5.79
1985,CMR,Cameroon,5.69,5.53,5.85,6.67,5.24,5.16
1985,COD,"Congo, Dem. R.",3.7,4.71,2.46,1.49,5.25,4.57
1985,COG,"Congo, Rep. Of",4.36,2.37,3.05,6.42,4.47,5.49
1985,COL,Colombia,5.06,5.94,3.4,6.69,4.11,5.16
1985,CPV,Cape Verde,NA,NA,NA,NA,NA,NA
1985,CRI,Costa Rica,5.33,5.21,5.25,5.41,4.0,6.79
1985,CYP,Cyprus,5.56,5.85,3.99,6.84,5.52,5.61
1985,CZE,Czech Rep.,NA,NA,6.78,NA,NA,NA
1985,DEU,Germany,7.27,4.26,7.48,9.47,9.69,5.45
1985,DNK,Denmark,6.37,3.14,7.88,6.51,8.04,6.28
1985,DOM,Dominican Rep.,5.39,6.2,5.38,3.82,4.96,6.61
1985,DZA,Algeria,3.74,3.25,3.52,6.3,1.89,NA
1985,ECU,Ecuador,4.66,5.09,5.25,6.89,2.19,3.88
1985,EGY,Egypt,4.83,4.54,5.38,8.85,0.56,4.84
1985,ESP,Spain,6.14,4.2,6.42,6.61,7.62,5.85
1985,EST,Estonia,NA,NA,NA,8.77,NA,NA
1985,ETH,Ethiopia,NA,NA,NA,NA,NA,NA
1985,FIN,Finland,6.77,4.41,7.88,7.94,7.06,6.54
